Year,City,Sport,Athlete,Country,Gender,Event,Medal,Age,Height,Weight
1972,Munich,Equestrian,"LINSENHOFF, Liselott",FRG,Women,Individual,Gold,44,178,65
1972,Munich,Equestrian,"PETUSHKOVA, Elena",URS,Women,Individual,Silver,31,160,65
1972,Munich,Equestrian,"KALITA, Ivan",URS,Men,Team,Gold,45,170,65
1972,Munich,Equestrian,"KIZIMOV, Ivan",URS,Men,Team,Gold,44,171,72
1972,Munich,Equestrian,"NECKERMANN, Josef",FRG,Men,Team,Silver,60,183,65
1972,Munich,Equestrian,"HAKANSSON, Ulla",SWE,Women,Team,Bronze,34,170,55
1972,Munich,Equestrian,"SWAAB, Ninna",SWE,Women,Team,Bronze,32,171,56
1972,Munich,Equestrian,"VON ROSEN, Maud",SWE,Women,Team,Bronze,46,163,58
1972,Munich,Equestrian,"PETUSHKOVA, Elena",URS,Women,Team,Gold,26,169,64
1972,Munich,Equestrian,"LINSENHOFF, Liselott",FRG,Women,Team,Silver,44,178,65
1972,Munich,Equestrian,"SCHL¨¹TER-SCHMIDT, Karin",FRG,Women,Team,Silver,35,167,51
1972,Munich,Equestrian,"J?NSSON, Jan",SWE,Men,Individual,Bronze,28,183,70
1972,Munich,Equestrian,"MEADE, Richard John Hanray",GBR,Men,Individual,Gold,33,183,70
1972,Munich,Equestrian,"ARGENTON, Alessandro",ITA,Men,Individual,Silver,35,172,63
1972,Munich,Equestrian,"GOESSING, Ludwig (Lutz)",FRG,Men,Team,Bronze,34,176,73
1972,Munich,Equestrian,"KARSTEN, Horst",FRG,Men,Team,Bronze,36,170,65
1972,Munich,Equestrian,"KLUGMANN, Harry",FRG,Men,Team,Bronze,31,170,73
1972,Munich,Equestrian,"SCHULTZ, Karl",FRG,Men,Team,Bronze,34,180,75
1972,Munich,Equestrian,"MEADE, Richard John Hanray",GBR,Men,Team,Gold,33,183,70
1972,Munich,Equestrian,"PHILLIPS, Mark Anthony Peter",GBR,Men,Team,Gold,23,185,79
1972,Munich,Equestrian,"DAVIDSON, Bruce Oram",USA,Men,Team,Silver,22,180,66
1972,Munich,Equestrian,"FREEMAN, Kevin John",USA,Men,Team,Silver,30,171,68
1972,Munich,Equestrian,"PLUMB, John Michael",USA,Men,Team,Silver,32,183,88
1972,Munich,Equestrian,"WOFFORD, James Cunningham",USA,Men,Team,Silver,27,173,70
1972,Munich,Equestrian,"GORDON-WATSON, Mary Diana",GBR,Women,Team,Gold,24,162,56
1972,Munich,Equestrian,"PARKER, Bridget",GBR,Women,Team,Gold,33,162,52
1972,Munich,Equestrian,"SHAPIRO, Neal",USA,Men,Individual,Bronze,27,175,70
1972,Munich,Equestrian,"MANCINELLI, Graziano",ITA,Men,Individual,Gold,35,175,77
1972,Munich,Equestrian,"MOORE, Ann Elizabeth",GBR,Women,Individual,Silver,22,157,53
1972,Munich,Equestrian,"D'INZEO, Piero",ITA,Men,Team,Bronze,49,174,64
1972,Munich,Equestrian,"D'INZEO, Raimondo",ITA,Men,Team,Bronze,47,176,72
1972,Munich,Equestrian,"MANCINELLI, Graziano",ITA,Men,Team,Bronze,35,175,77
1972,Munich,Equestrian,"ORLANDI, Vittorio",ITA,Men,Team,Bronze,33,171,65
1972,Munich,Equestrian,"LIGGES, Fritz",FRG,Men,Team,Gold,34,177,70
1972,Munich,Equestrian,"STEENKEN, Hartwig",FRG,Men,Team,Gold,31,175,68
1972,Munich,Equestrian,"WILTFANG, Gerhard (Gerd)",FRG,Men,Team,Gold,26,182,76
1972,Munich,Equestrian,"WINKLER, Hans G¨¹nter",FRG,Men,Team,Gold,46,174,72
1972,Munich,Equestrian,"CHAPOT, Frank Davis",USA,Men,Team,Silver,40,178,70
1972,Munich,Equestrian,"SHAPIRO, Neal",USA,Men,Team,Silver,27,175,70
1972,Munich,Equestrian,"STEINKRAUS, William Clark",USA,Men,Team,Silver,46,183,68
1972,Munich,Equestrian,"KUSNER, Kathryn Hallowell",USA,Women,Team,Silver,32,152,45
1972,Munich,Fencing,"KULCSAR, Gy?z?",HUN,Men,¨¦p¨¦e Individual,Bronze,31,188,79
1972,Munich,Fencing,"FENYVESI, Csaba",HUN,Men,¨¦p¨¦e Individual,Gold,29,184,79
1972,Munich,Fencing,"LADEGAILLERIE, Jacques",FRA,Men,¨¦p¨¦e Individual,Silver,32,176,69
1972,Munich,Fencing,"KRISS, Grigori",URS,Men,¨¦p¨¦e Team,Bronze,31,175,71
1972,Munich,Fencing,"MODZALEVSKY, Viktor",URS,Men,¨¦p¨¦e Team,Bronze,29,175,78
1972,Munich,Fencing,"PARAMONOV, Sergei",URS,Men,¨¦p¨¦e Team,Bronze,26,191,89
1972,Munich,Fencing,"VALETOV, Igor",URS,Men,¨¦p¨¦e Team,Bronze,26,,
1972,Munich,Fencing,"ZAZHITSKY, Georgi",URS,Men,¨¦p¨¦e Team,Bronze,26,,
1972,Munich,Fencing,"ERD?S, Sandor",HUN,Men,¨¦p¨¦e Team,Gold,25,180,79
1972,Munich,Fencing,"FENYVESI, Csaba",HUN,Men,¨¦p¨¦e Team,Gold,29,184,79
1972,Munich,Fencing,"KULCSAR, Gy?z?",HUN,Men,¨¦p¨¦e Team,Gold,31,188,79
1972,Munich,Fencing,"OSZTRICS, Istvan",HUN,Men,¨¦p¨¦e Team,Gold,22,183,78
1972,Munich,Fencing,"SCHMITT, Pal",HUN,Men,¨¦p¨¦e Team,Gold,30,190,83
1972,Munich,Fencing,"EVEQUOZ, Guy",SUI,Men,¨¦p¨¦e Team,Silver,20,183,78
1972,Munich,Fencing,"GIGER, Daniel",SUI,Men,¨¦p¨¦e Team,Silver,22,186,75
1972,Munich,Fencing,"KAUTER, Christian",SUI,Men,¨¦p¨¦e Team,Silver,25,186,78
1972,Munich,Fencing,"L?TSCHER, Peter",SUI,Men,¨¦p¨¦e Team,Silver,31,184,85
1972,Munich,Fencing,"SUCHANECKI, Francois",SUI,Men,¨¦p¨¦e Team,Silver,22,186,73
1972,Munich,Fencing,"NO?L, Christian",FRA,Men,Foil Individual,Bronze,27,185,77
1972,Munich,Fencing,"WOYDA, Witold",POL,Men,Foil Individual,Gold,33,168,63
1972,Munich,Fencing,"KAMUTI, Jen?",HUN,Men,Foil Individual,Silver,34,172,68
1972,Munich,Fencing,"GOROKHOVA, Galina",URS,Women,Foil Individual,Bronze,33,168,59
1972,Munich,Fencing,"RAGNO-LONZI, Antonella",ITA,Women,Foil Individual,Gold,32,172,60
1972,Munich,Fencing,"BOBIS-FERKASINSZKY, Ildiko",HUN,Women,Foil Individual,Silver,26,173,63
1972,Munich,Fencing,"BEROLATTI, Gilles",FRA,Men,Foil Team,Bronze,28,176,68
1972,Munich,Fencing,"MAGNAN, Jean-Claude",FRA,Men,Foil Team,Bronze,31,180,75
1972,Munich,Fencing,"NO?L, Christian",FRA,Men,Foil Team,Bronze,27,185,77
1972,Munich,Fencing,"REVENU, Daniel",FRA,Men,Foil Team,Bronze,29,187,72
1972,Munich,Fencing,"TALVARD, Bernard",FRA,Men,Foil Team,Bronze,24,180,74
1972,Munich,Fencing,"DABROWSKI, Marek",POL,Men,Foil Team,Gold,22,175,64
1972,Munich,Fencing,"GODEL, Arkadiusz",POL,Men,Foil Team,Gold,20,188,83
1972,Munich,Fencing,"KACZMAREK, Jerzy",POL,Men,Foil Team,Gold,24,184,70
1972,Munich,Fencing,"KOZIEJOWSKI, Lech",POL,Men,Foil Team,Gold,23,180,76
1972,Munich,Fencing,"WOYDA, Witold",POL,Men,Foil Team,Gold,33,168,63
1972,Munich,Fencing,"DENISOV, Vladimir",URS,Men,Foil Team,Silver,25,173,64
1972,Munich,Fencing,"KOTETSEV, Anatoli",URS,Men,Foil Team,Silver,28,185,85
1972,Munich,Fencing,"PUTYATIN, Viktor",URS,Men,Foil Team,Silver,30,187,80
1972,Munich,Fencing,"ROMANOV, Leonid",URS,Men,Foil Team,Silver,25,175,78
1972,Munich,Fencing,"STANKOVICH, Vasili",URS,Men,Foil Team,Silver,26,184,82
1972,Munich,Fencing,"DERSIDAN-ENE-PASCU, Ana",ROU,Women,Foil Team,Bronze,27,163,59
1972,Munich,Fencing,"GYULAI-DRIMBA-JENEI, Ileana",ROU,Women,Foil Team,Bronze,26,164,61
1972,Munich,Fencing,"IENCIC-STAHL, Ecaterina Clara",ROU,Women,Foil Team,Bronze,26,163,60
1972,Munich,Fencing,"ORBAN-SZABO, Olga",ROU,Women,Foil Team,Bronze,33,161,55
1972,Munich,Fencing,"CHIRKOVA, Svetlana",URS,Women,Foil Team,Gold,26,169,64
1972,Munich,Fencing,"GOROKHOVA, Galina",URS,Women,Foil Team,Gold,33,168,59
1972,Munich,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Women,Foil Team,Gold,25,176,69
1972,Munich,Fencing,"PETRENKO-SAMUSENKO, Tatyana",URS,Women,Foil Team,Gold,33,161,57
1972,Munich,Fencing,"ZABELINA, Aleksandra",URS,Women,Foil Team,Gold,35,157,58
1972,Munich,Fencing,"BOBIS-FERKASINSZKY, Ildiko",HUN,Women,Foil Team,Silver,26,173,63
1972,Munich,Fencing,"GULACSI-SZOLNOKI, Maria",HUN,Women,Foil Team,Silver,25,170,58
1972,Munich,Fencing,"MATUSCAK-RONAY, Ildiko",HUN,Women,Foil Team,Silver,26,162,55
1972,Munich,Fencing,"REJTO-UJLAKI, Ildiko",HUN,Women,Foil Team,Silver,35,164,56
1972,Munich,Fencing,"SCHWARCZENBERGER, Ildiko",HUN,Women,Foil Team,Silver,20,161,60
1972,Munich,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Individual,Bronze,26,176,73
1972,Munich,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Individual,Gold,28,176,76
1972,Munich,Fencing,"MAROTH, Peter",HUN,Men,Sabre Individual,Silver,27,183,84
1972,Munich,Fencing,"BAKONYI, Peter",HUN,Men,Sabre Team,Bronze,34,183,71
1972,Munich,Fencing,"GEREVICH, Pal",HUN,Men,Sabre Team,Bronze,24,189,80
1972,Munich,Fencing,"KOVACS, Tamas",HUN,Men,Sabre Team,Bronze,29,182,79
1972,Munich,Fencing,"MAROTH, Peter",HUN,Men,Sabre Team,Bronze,27,183,84
1972,Munich,Fencing,"PEZSA, Tibor",HUN,Men,Sabre Team,Bronze,36,191,85
1972,Munich,Fencing,"MAFFEI, Michele",ITA,Men,Sabre Team,Gold,25,178,79
1972,Munich,Fencing,"MONTANO, Mario Aldo",ITA,Men,Sabre Team,Gold,24,181,93
1972,Munich,Fencing,"MONTANO, Mario Tullio",ITA,Men,Sabre Team,Gold,28,181,93
1972,Munich,Fencing,"RIGOLI, Rolando",ITA,Men,Sabre Team,Gold,31,175,75
1972,Munich,Fencing,"SALVADORI, Cesare",ITA,Men,Sabre Team,Gold,30,170,66
1972,Munich,Fencing,"BASHENOV, Viktor",URS,Men,Sabre Team,Silver,26,170,72
1972,Munich,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Team,Silver,26,176,73
1972,Munich,Fencing,"RAKITA, Mark",URS,Men,Sabre Team,Silver,34,179,78
1972,Munich,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Team,Silver,28,176,76
1972,Munich,Fencing,"VINOKUROV, Eduard",URS,Men,Sabre Team,Silver,29,174,75
1972,Munich,Football,"ANDRIASYAN, Arkadi",URS,Men,Football,Bronze,25,174,70
1972,Munich,Football,"BLOKHIN, Oleg",URS,Men,Football,Bronze,19,180,74
1972,Munich,Football,"BRANSCH, Bernd",GDR,Men,Football,Bronze,27,180,76
1972,Munich,Football,"CROY, J¨¹rgen",GDR,Men,Football,Bronze,25,186,85
1972,Munich,Football,"DUCKE, Peter",GDR,Men,Football,Bronze,30,177,72
1972,Munich,Football,"DZODZUASHVILI, Revaz",URS,Men,Football,Bronze,27,175,73
1972,Munich,Football,"ELISEEV, Yuri",URS,Men,Football,Bronze,22,,
1972,Munich,Football,"EVRYUZHIKHIN, Gennadi",URS,Men,Football,Bronze,28,172,68
1972,Munich,Football,"GANZERA, Frank",GDR,Men,Football,Bronze,24,185,82
1972,Munich,Football,"H?FNER, Reinhard",GDR,Men,Football,Bronze,20,174,62
1972,Munich,Football,"IRMSCHER, Harald",GDR,Men,Football,Bronze,26,181,77
1972,Munich,Football,"ISTOMIN, Yuri",URS,Men,Football,Bronze,28,169,71
1972,Munich,Football,"KAPLICHNY, Vladimir",URS,Men,Football,Bronze,28,181,78
1972,Munich,Football,"KHURCILAVA, Murtaz",URS,Men,Football,Bronze,29,178,85
1972,Munich,Football,"KOLOTOV, Viktor",URS,Men,Football,Bronze,23,180,76
1972,Munich,Football,"KREISCHE, Hans-J¨¹rgen",GDR,Men,Football,Bronze,25,185,73
1972,Munich,Football,"KUKSOV, Anatoli",URS,Men,Football,Bronze,22,174,70
1972,Munich,Football,"KURBJUWEIT, Lothar",GDR,Men,Football,Bronze,21,179,75
1972,Munich,Football,"LOVCHEV, Yevgeni",URS,Men,Football,Bronze,23,170,70
1972,Munich,Football,"OLSHANSKY, Sergei",URS,Men,Football,Bronze,24,,
1972,Munich,Football,"ONISHCHENKO, Vladimir",URS,Men,Football,Bronze,22,176,71
1972,Munich,Football,"PILGUI, Vladimir",URS,Men,Football,Bronze,24,184,77
1972,Munich,Football,"POMMERENKE, J¨¹rgen",GDR,Men,Football,Bronze,19,174,69
1972,Munich,Football,"RUDAKOV, Yevgeni",URS,Men,Football,Bronze,30,190,75
1972,Munich,Football,"SABO, Iosef",URS,Men,Football,Bronze,32,174,72
1972,Munich,Football,"SCHULENBERG, Ralf",GDR,Men,Football,Bronze,23,171,70
1972,Munich,Football,"SEGUIN, Wolfgang",GDR,Men,Football,Bronze,26,178,75
1972,Munich,Football,"SEMENOV, Vyacheslav",URS,Men,Football,Bronze,32,174,72
1972,Munich,Football,"SPARWASSER, J¨¹rgen",GDR,Men,Football,Bronze,24,180,75
1972,Munich,Football,"STREICH, Joachim",GDR,Men,Football,Bronze,21,172,75
1972,Munich,Football,"VOGEL, Eberhard",GDR,Men,Football,Bronze,29,179,79
1972,Munich,Football,"WATZLICH, Siegmar",GDR,Men,Football,Bronze,24,175,72
1972,Munich,Football,"WEISE, Konrad",GDR,Men,Football,Bronze,21,174,65
1972,Munich,Football,"YAKUBIK, Andrei",URS,Men,Football,Bronze,22,,
1972,Munich,Football,"ZANAZANYAN, Oganes",URS,Men,Football,Bronze,25,172,66
1972,Munich,Football,"ZAPF, Manfred",GDR,Men,Football,Bronze,26,178,79
1972,Munich,Football,"ANCZOK, Zygmunt",POL,Men,Football,Gold,26,178,77
1972,Munich,Football,"CMIKIEWICZ, Leslaw",POL,Men,Football,Gold,24,172,71
1972,Munich,Football,"DEYNA, Kazimierz",POL,Men,Football,Gold,24,179,72
1972,Munich,Football,"GADOCHA, Robert",POL,Men,Football,Gold,26,170,69
1972,Munich,Football,"GORGON, Jerzy",POL,Men,Football,Gold,23,187,88
1972,Munich,Football,"GUT, Zbigniew",POL,Men,Football,Gold,23,179,77
1972,Munich,Football,"KMIECIK, Kazimierz",POL,Men,Football,Gold,20,175,69
1972,Munich,Football,"KOSTKA, Hubert",POL,Men,Football,Gold,32,178,75
1972,Munich,Football,"KRASKA, Jerzy",POL,Men,Football,Gold,20,176,70
1972,Munich,Football,"LATO, Grzegorz",POL,Men,Football,Gold,22,175,71
1972,Munich,Football,"LUBANSKI, Wlodzimierz",POL,Men,Football,Gold,25,178,77
1972,Munich,Football,"MARX, Joachim",POL,Men,Football,Gold,27,180,75
1972,Munich,Football,"MASZCZYK, Zygmunt",POL,Men,Football,Gold,27,175,71
1972,Munich,Football,"OSTAFINSKI, Marjan",POL,Men,Football,Gold,25,181,78
1972,Munich,Football,"SZOLTYSIK, Zygfryd",POL,Men,Football,Gold,29,162,60
1972,Munich,Football,"SZYMANOWSKI, Antoni",POL,Men,Football,Gold,21,180,73
1972,Munich,Football,"SZYMCZAK, Ryszard",POL,Men,Football,Gold,27,170,65
1972,Munich,Football,"BALINT, Laszlo",HUN,Men,Football,Silver,24,180,78
1972,Munich,Football,"BRANIKOVICS, Laszlo",HUN,Men,Football,Silver,22,175,74
1972,Munich,Football,"DUNAI, Antal",HUN,Men,Football,Silver,29,183,78
1972,Munich,Football,"DUNAI, Ede",HUN,Men,Football,Silver,23,180,78
1972,Munich,Football,"GECZI, Istvan",HUN,Men,Football,Silver,28,183,82
1972,Munich,Football,"JUHASZ, Peter",HUN,Men,Football,Silver,24,177,72
1972,Munich,Football,"KOCSIS, Lajos",HUN,Men,Football,Silver,25,167,70
1972,Munich,Football,"KOVACS, Jozsef",HUN,Men,Football,Silver,23,181,79
1972,Munich,Football,"KOZMA, Mihaly",HUN,Men,Football,Silver,22,180,78
1972,Munich,Football,"KU, Lajos",HUN,Men,Football,Silver,24,180,63
1972,Munich,Football,"PANCSICS, Miklos",HUN,Men,Football,Silver,28,185,80
1972,Munich,Football,"ROTHERMEL, Adam",HUN,Men,Football,Silver,24,190,82
1972,Munich,Football,"SZUCS, Lajos",HUN,Men,Football,Silver,28,179,74
1972,Munich,Football,"TOTH, Kalman",HUN,Men,Football,Silver,28,170,65
1972,Munich,Football,"VARADI, Bela",HUN,Men,Football,Silver,19,183,74
1972,Munich,Football,"VEPI, Peter",HUN,Men,Football,Silver,22,178,77
1972,Munich,Football,"VIDACS, Csaba",HUN,Men,Football,Silver,24,179,74
1972,Munich,Gymnastics,"JANZ, Karin",GDR,Women,Balance Beam,Bronze,20,156,46
1972,Munich,Gymnastics,"KORBUT, Olga",URS,Women,Balance Beam,Gold,17,152,39
1972,Munich,Gymnastics,"LAZAKOVICH, Tamara",URS,Women,Balance Beam,Silver,18,162,51
1972,Munich,Gymnastics,"KASAMATSU, Shigeru",JPN,Men,Floor Exercises,Bronze,25,173,59
1972,Munich,Gymnastics,"ANDRIANOV, Nikolay",URS,Men,Floor Exercises,Gold,19,166,60
1972,Munich,Gymnastics,"NAKAYAMA, Akinori",JPN,Men,Floor Exercises,Silver,29,163,59
1972,Munich,Gymnastics,"LAZAKOVICH, Tamara",URS,Women,Floor Exercises,Bronze,18,162,51
1972,Munich,Gymnastics,"KORBUT, Olga",URS,Women,Floor Exercises,Gold,17,152,39
1972,Munich,Gymnastics,"TURISCHEVA, Lyudmila",URS,Women,Floor Exercises,Silver,19,160,52
1972,Munich,Gymnastics,"KASAMATSU, Shigeru",JPN,Men,Horizontal Bar,Bronze,25,173,59
1972,Munich,Gymnastics,"TSUKAHARA, Mitsuo",JPN,Men,Horizontal Bar,Gold,24,167,66
1972,Munich,Gymnastics,"KATO, Sawao",JPN,Men,Horizontal Bar,Silver,25,163,59
1972,Munich,Gymnastics,"NAKAYAMA, Akinori",JPN,Men,Individual All-Round,Bronze,29,163,59
1972,Munich,Gymnastics,"KATO, Sawao",JPN,Men,Individual All-Round,Gold,25,163,59
1972,Munich,Gymnastics,"KENMOTSU, Eizo",JPN,Men,Individual All-Round,Silver,24,161,57
1972,Munich,Gymnastics,"LAZAKOVICH, Tamara",URS,Women,Individual All-Round,Bronze,18,162,51
1972,Munich,Gymnastics,"TURISCHEVA, Lyudmila",URS,Women,Individual All-Round,Gold,19,160,52
1972,Munich,Gymnastics,"JANZ, Karin",GDR,Women,Individual All-Round,Silver,20,156,46
1972,Munich,Gymnastics,"KENMOTSU, Eizo",JPN,Men,Parallel Bars,Bronze,24,161,57
1972,Munich,Gymnastics,"KATO, Sawao",JPN,Men,Parallel Bars,Gold,25,163,59
1972,Munich,Gymnastics,"KASAMATSU, Shigeru",JPN,Men,Parallel Bars,Silver,25,173,59
1972,Munich,Gymnastics,"KENMOTSU, Eizo",JPN,Men,Pommel Horse,Bronze,24,161,57
1972,Munich,Gymnastics,"KLIMENKO, Viktor",URS,Men,Pommel Horse,Gold,23,169,61
1972,Munich,Gymnastics,"KATO, Sawao",JPN,Men,Pommel Horse,Silver,25,163,59
1972,Munich,Gymnastics,"TSUKAHARA, Mitsuo",JPN,Men,Rings,Bronze,24,167,66
1972,Munich,Gymnastics,"NAKAYAMA, Akinori",JPN,Men,Rings,Gold,29,163,59
1972,Munich,Gymnastics,"VORONIN, Mikhail",URS,Men,Rings,Silver,27,170,65
1972,Munich,Gymnastics,"BREHME, Matthias",GDR,Men,Team Competition,Bronze,29,169,63
1972,Munich,Gymnastics,"KLOTZ, Wolfgang",GDR,Men,Team Competition,Bronze,20,169,65
1972,Munich,Gymnastics,"K?STE, Klaus",GDR,Men,Team Competition,Bronze,29,164,61
1972,Munich,Gymnastics,"PAEKE, J¨¹rgen",GDR,Men,Team Competition,Bronze,23,169,68
1972,Munich,Gymnastics,"RYCHLY, Reinhard",GDR,Men,Team Competition,Bronze,20,166,62
1972,Munich,Gymnastics,"TH¨¹NE, Wolfgang",GDR,Men,Team Competition,Bronze,22,170,57
1972,Munich,Gymnastics,"KASAMATSU, Shigeru",JPN,Men,Team Competition,Gold,25,173,59
1972,Munich,Gymnastics,"KATO, Sawao",JPN,Men,Team Competition,Gold,25,163,59
1972,Munich,Gymnastics,"KENMOTSU, Eizo",JPN,Men,Team Competition,Gold,24,161,57
1972,Munich,Gymnastics,"NAKAYAMA, Akinori",JPN,Men,Team Competition,Gold,29,163,59
1972,Munich,Gymnastics,"OKAMURA, Teruichi",JPN,Men,Team Competition,Gold,24,156,54
1972,Munich,Gymnastics,"TSUKAHARA, Mitsuo",JPN,Men,Team Competition,Gold,24,167,66
1972,Munich,Gymnastics,"ANDRIANOV, Nikolay",URS,Men,Team Competition,Silver,19,166,60
1972,Munich,Gymnastics,"KLIMENKO, Viktor",URS,Men,Team Competition,Silver,23,169,61
1972,Munich,Gymnastics,"MALEEV, Aleksandr",URS,Men,Team Competition,Silver,25,168,62
1972,Munich,Gymnastics,"MIKAELIAN, Edvard",URS,Men,Team Competition,Silver,22,165,59
1972,Munich,Gymnastics,"SHUKIN, Vladimir",URS,Men,Team Competition,Silver,20,168,59
1972,Munich,Gymnastics,"VORONIN, Mikhail",URS,Men,Team Competition,Silver,27,170,65
1972,Munich,Gymnastics,"BEKESI, Ilona",HUN,Women,Team Competition,Bronze,18,166,55
1972,Munich,Gymnastics,"CSASZAR, Monika",HUN,Women,Team Competition,Bronze,17,166,55
1972,Munich,Gymnastics,"KELEMEN, Marta",HUN,Women,Team Competition,Bronze,17,164,52
1972,Munich,Gymnastics,"KERY, Aniko",HUN,Women,Team Competition,Bronze,16,157,51
1972,Munich,Gymnastics,"MEDVECZKY, Krisztina",HUN,Women,Team Competition,Bronze,14,160,49
1972,Munich,Gymnastics,"NAGY, Zsuzsa",HUN,Women,Team Competition,Bronze,20,170,66
1972,Munich,Gymnastics,"BURDA, Lyubov",URS,Women,Team Competition,Gold,19,162,48
1972,Munich,Gymnastics,"KORBUT, Olga",URS,Women,Team Competition,Gold,17,152,39
1972,Munich,Gymnastics,"KOSHEL, Antonina",URS,Women,Team Competition,Gold,17,154,40
1972,Munich,Gymnastics,"LAZAKOVICH, Tamara",URS,Women,Team Competition,Gold,18,162,51
1972,Munich,Gymnastics,"SAADI, Elvira",URS,Women,Team Competition,Gold,20,166,53
1972,Munich,Gymnastics,"TURISCHEVA, Lyudmila",URS,Women,Team Competition,Gold,19,160,52
1972,Munich,Gymnastics,"ABEL, Irene",GDR,Women,Team Competition,Silver,19,160,48
1972,Munich,Gymnastics,"HELLMANN, Angelika",GDR,Women,Team Competition,Silver,18,163,47
1972,Munich,Gymnastics,"JANZ, Karin",GDR,Women,Team Competition,Silver,20,156,46
1972,Munich,Gymnastics,"SCHMEISSER, Richarda",GDR,Women,Team Competition,Silver,18,158,46
1972,Munich,Gymnastics,"SCHMITT, Christine",GDR,Women,Team Competition,Silver,19,172,54
1972,Munich,Gymnastics,"ZUCHOLD, Erika",GDR,Women,Team Competition,Silver,25,158,48
1972,Munich,Gymnastics,"JANZ, Karin",GDR,Women,Uneven Bars,Gold,20,156,46
1972,Munich,Gymnastics,"KORBUT, Olga",URS,Women,Uneven Bars,Silver,17,152,39
1972,Munich,Gymnastics,"ZUCHOLD, Erika",GDR,Women,Uneven Bars,Silver,25,158,48
1972,Munich,Gymnastics,"ANDRIANOV, Nikolay",URS,Men,Vault,Bronze,19,166,60
1972,Munich,Gymnastics,"K?STE, Klaus",GDR,Men,Vault,Gold,29,164,61
1972,Munich,Gymnastics,"KLIMENKO, Viktor",URS,Men,Vault,Silver,23,169,61
1972,Munich,Gymnastics,"TURISCHEVA, Lyudmila",URS,Women,Vault,Bronze,19,160,52
1972,Munich,Gymnastics,"JANZ, Karin",GDR,Women,Vault,Gold,20,156,46
1972,Munich,Gymnastics,"ZUCHOLD, Erika",GDR,Women,Vault,Silver,25,158,48
1972,Munich,Handball,"BIRTALAN, Stefan",ROU,Men,Handball,Bronze,23,194,96
1972,Munich,Handball,"COSMA, Adrian",ROU,Men,Handball,Bronze,22,180,78
1972,Munich,Handball,"DINCA, Alexandru",ROU,Men,Handball,Bronze,26,182,82
1972,Munich,Handball,"GATU, Cristian",ROU,Men,Handball,Bronze,27,178,75
1972,Munich,Handball,"GRUIA, Gheorghe",ROU,Men,Handball,Bronze,31,192,90
1972,Munich,Handball,"GUNES, Roland",ROU,Men,Handball,Bronze,28,197,95
1972,Munich,Handball,"KICSID, Gabriel",ROU,Men,Handball,Bronze,24,194,94
1972,Munich,Handball,"LICU, Ghita",ROU,Men,Handball,Bronze,26,186,92
1972,Munich,Handball,"MARIN, Daniel",ROU,Men,Handball,Bronze,23,185,81
1972,Munich,Handball,"PENU, Cornel",ROU,Men,Handball,Bronze,26,191,87
1972,Munich,Handball,"SAMUNGI, Valentin",ROU,Men,Handball,Bronze,30,184,77
1972,Munich,Handball,"SOBEL, Simion",ROU,Men,Handball,Bronze,22,193,90
1972,Munich,Handball,"STOCKL, Werner",ROU,Men,Handball,Bronze,20,188,94
1972,Munich,Handball,"TUDOSIE, Constantin",ROU,Men,Handball,Bronze,22,186,84
1972,Munich,Handball,"VOINEA, Radu",ROU,Men,Handball,Bronze,22,185,80
1972,Munich,Handball,"ARSLANAGIC, Abaz",YUG,Men,Handball,Gold,27,189,97
1972,Munich,Handball,"FAJFRIC, Petar",YUG,Men,Handball,Gold,30,180,80
1972,Munich,Handball,"HORVAT, Hrvoje",YUG,Men,Handball,Gold,26,190,87
1972,Munich,Handball,"KARALIC, Milorad",YUG,Men,Handball,Gold,26,184,80
1972,Munich,Handball,"LAVRNIC, Djoko",YUG,Men,Handball,Gold,26,192,91
1972,Munich,Handball,"LAZAREVIC, Milan",YUG,Men,Handball,Gold,24,188,85
1972,Munich,Handball,"MILJAK, Zdravko",YUG,Men,Handball,Gold,21,189,87
1972,Munich,Handball,"MISKOVIC, Slobodan",YUG,Men,Handball,Gold,27,185,88
1972,Munich,Handball,"POKRAJAC, Branislav",YUG,Men,Handball,Gold,25,186,100
1972,Munich,Handball,"POPOVIC, Nebojsa",YUG,Men,Handball,Gold,25,182,95
1972,Munich,Handball,"PRIBANIC, Miroslav",YUG,Men,Handball,Gold,26,186,77
1972,Munich,Handball,"VIDOVIC, Albin",YUG,Men,Handball,Gold,29,187,94
1972,Munich,Handball,"ZIVKOVIC, Zoran",YUG,Men,Handball,Gold,27,180,82
1972,Munich,Handball,"ZORKO, Zdenko",YUG,Men,Handball,Gold,22,187,80
1972,Munich,Handball,"BENES, Ladislav",TCH,Men,Handball,Silver,29,181,81
1972,Munich,Handball,"BRUNA, Frantisek",TCH,Men,Handball,Silver,27,192,86
1972,Munich,Handball,"HABR, Vladimir",TCH,Men,Handball,Silver,23,179,81
1972,Munich,Handball,"JARY, Vladimir",TCH,Men,Handball,Silver,25,183,79
1972,Munich,Handball,"KAVAN, Jiri",TCH,Men,Handball,Silver,28,174,78
1972,Munich,Handball,"KLIMCICK, Arnost",TCH,Men,Handball,Silver,27,177,80
